Titre,ID,Date,Nature,Etat,Origine,Date Publication
LOI n° 2022-1158 du 16 août 2022 portant mesures d'urgence pour la protection du pouvoir d'achat (1),LEGITEXT000046188434_18-08-2022,2022-08-18T00:00:00.000+0000,LOI,VIGUEUR,LEGI,2022-08-17T00:00:00.000+0000
LOI n° 2022-1158 du 16 août 2022 portant mesures d'urgence pour la protection du pouvoir d'achat (1),LEGITEXT000046188434_28-12-2023,2022-08-18T00:00:00.000+0000,LOI,VIGUEUR,LEGI,2022-08-17T00:00:00.000+0000
Arrêté du 11 août 2022 relatif au contrôle de la procédure de dépôt des déchets provenant des navires faisant escale dans un port français,LEGITEXT000046434064_16-10-2022,2022-10-16T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-10-15T00:00:00.000+0000
Arrêté du 5 août 2022 relatif aux concours de recrutement d'officiers du corps technique et administratif de la gendarmerie nationale,LEGITEXT000046166332_11-08-2022,2022-08-11T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-08-10T00:00:00.000+0000
Arrêté du 5 août 2022 relatif aux concours de recrutement d'officiers du corps technique et administratif de la gendarmerie nationale,LEGITEXT000046166332_14-08-2023,2022-08-11T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-08-10T00:00:00.000+0000
Arrêté du 5 août 2022 relatif aux concours de recrutement d'officiers de gendarmerie,LEGITEXT000046165903_11-08-2022,2022-08-11T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-08-10T00:00:00.000+0000
Arrêté du 5 août 2022 relatif aux concours de recrutement d'officiers de gendarmerie,LEGITEXT000046165903_14-08-2023,2022-08-11T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-08-10T00:00:00.000+0000
Arrêté du 5 août 2022 relatif aux concours de recrutement d'officiers de gendarmerie,LEGITEXT000046165903_25-09-2023,2022-08-11T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-08-10T00:00:00.000+0000
Arrêté du 5 août 2022 relatif aux concours de recrutement d'officiers du corps technique et administratif de la gendarmerie nationale,LEGITEXT000046166332_01-01-2025,2022-08-11T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-08-10T00:00:00.000+0000
Arrêté du 5 août 2022 relatif aux concours de recrutement d'officiers du corps technique et administratif de la gendarmerie nationale,LEGITEXT000046166332_25-09-2023,2022-08-11T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-08-10T00:00:00.000+0000
Arrêté du 5 août 2022 relatif aux concours de recrutement d'officiers de gendarmerie,LEGITEXT000046165903_01-01-2025,2022-08-11T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-08-10T00:00:00.000+0000
"Arrêté du 2 août 2022 fixant les modalités d'organisation générale, la nature et le programme des épreuves ainsi que la composition du jury des concours sur titres pour le recrutement des psychologues du ministère de la justice",LEGITEXT000046146823_06-08-2022,2022-08-06T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-08-05T00:00:00.000+0000
Décret n° 2022-1104 du 2 août 2022 portant création d'un traitement informatisé de données à caractère personnel dénommé « Crisenet 2 »,LEGITEXT000046133428_04-08-2022,2022-08-04T00:00:00.000+0000,DECRET,VIGUEUR,LEGI,2022-08-03T00:00:00.000+0000
Décret n° 2022-1102 du 1er août 2022 fixant les modalités et la date du transfert de la gestion de la taxe d'aménagement et de la part logement de la redevance d'archéologie préventive aux services de la direction générale des finances publiques,LEGITEXT000046133407_04-08-2022,2022-08-04T00:00:00.000+0000,DECRET,VIGUEUR,LEGI,2022-08-03T00:00:00.000+0000
LOI n° 2022-1089 du 30 juillet 2022 mettant fin aux régimes d'exception créés pour lutter contre l'épidémie liée à la covid-19 (1),LEGITEXT000046116592_01-08-2022,2022-08-01T00:00:00.000+0000,LOI,VIGUEUR,LEGI,2022-07-31T00:00:00.000+0000
Décret n° 2022-1097 du 30 juillet 2022 relatif aux mesures de veille et de sécurité sanitaire maintenues en matière de lutte contre la covid-19,LEGITEXT000046119377_24-12-2022,2022-08-01T00:00:00.000+0000,DECRET,VIGUEUR,LEGI,2022-07-31T00:00:00.000+0000
Décret n° 2022-1097 du 30 juillet 2022 relatif aux mesures de veille et de sécurité sanitaire maintenues en matière de lutte contre la covid-19,LEGITEXT000046119377_01-08-2022,2022-08-01T00:00:00.000+0000,DECRET,VIGUEUR,LEGI,2022-07-31T00:00:00.000+0000
"Décret n° 2022-1061 du 29 juillet 2022 relatif aux attributions du ministre délégué auprès du ministre de l'économie, des finances et de la souveraineté industrielle et numérique, chargé de l'industrie",LEGITEXT000046216417_31-07-2022,2022-07-31T00:00:00.000+0000,DECRET,VIGUEUR,LEGI,2022-07-30T00:00:00.000+0000
"Décret n° 2022-1066 du 29 juillet 2022 relatif aux attributions de la secrétaire d'État auprès du ministre de l'intérieur et des outre-mer, chargée de la citoyenneté",LEGITEXT000046216521_31-07-2022,2022-07-31T00:00:00.000+0000,DECRET,VIGUEUR,LEGI,2022-07-30T00:00:00.000+0000
Ordonnance n° 2022-1076 du 29 juillet 2022 visant à renforcer le contrôle des règles de construction,LEGITEXT000046118248_31-07-2022,2022-07-31T00:00:00.000+0000,ORDONNANCE,VIGUEUR,LEGI,2022-07-30T00:00:00.000+0000
Ordonnance n° 2022-1086 du 29 juillet 2022 portant adaptation du droit français au règlement (UE) 2017/746 du Parlement européen et du Conseil du 5 avril 2017 relatif aux dispositifs médicaux de diagnostic in vitro,LEGITEXT000046118709_31-07-2022,2022-07-31T00:00:00.000+0000,ORDONNANCE,VIGUEUR,LEGI,2022-07-30T00:00:00.000+0000
Arrêté du 27 juillet 2022 relatif à l'habilitation de la société OSAC pour l'exercice de missions de contrôle dans le domaine de la sécurité aérienne,LEGITEXT000046133514_04-08-2022,2022-08-04T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-08-03T00:00:00.000+0000
Arrêté du 22 juillet 2022 portant création d'une commission aéronautique compétente à l'égard des personnels navigants du groupement d'hélicoptères de la sécurité civile au groupement des moyens aériens,LEGITEXT000046108843_30-07-2022,2022-07-30T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-07-29T00:00:00.000+0000
"Décret n° 2022-1016 du 20 juillet 2022 relatif aux attributions du ministre de l'économie, des finances et de la souveraineté industrielle et numérique",LEGITEXT000046070937_22-07-2022,2022-07-22T00:00:00.000+0000,DECRET,VIGUEUR,LEGI,2022-07-21T00:00:00.000+0000
Décret n° 2022-1027 du 20 juillet 2022 portant classement au titre des monuments historiques de certaines parties de la caserne Gudin à Montargis (Loiret),LEGITEXT000046075965_22-07-2022,2022-07-22T00:00:00.000+0000,DECRET,VIGUEUR,LEGI,2022-07-21T00:00:00.000+0000
Arrêté du 20 juillet 2022 relatif à l'organisation et aux attributions des échelons de commandement de la gendarmerie nationale en métropole,LEGITEXT000046230187_01-09-2022,2022-09-01T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-08-31T00:00:00.000+0000
Décret n° 2022-1019 du 20 juillet 2022 relatif aux attributions du ministre de l'intérieur et des outre-mer,LEGITEXT000046072333_22-07-2022,2022-07-22T00:00:00.000+0000,DECRET,VIGUEUR,LEGI,2022-07-21T00:00:00.000+0000
Arrêté du 18 juillet 2022 portant approbation des programmes de formation des intermédiaires en opérations de banque et en services de paiement et abrogeant l'arrêté du 9 juin 2016 portant approbation des programmes de formation des intermédiaires en opérations de banque et en services de paiement,LEGITEXT000046108329_30-07-2022,2022-07-30T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-07-29T00:00:00.000+0000
Arrêté du 15 juillet 2022 relatif à la désignation et aux missions des référents de spécialités mentionnés à l'article R. 722-1 du code de la sécurité intérieure,LEGITEXT000046090974_27-07-2022,2022-07-27T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-07-26T00:00:00.000+0000
"Arrêté du 13 juillet 2022 relatif à l'engagement de moyens par les services d'incendie et de secours sur le réseau routier et autoroutier concédé et aux conditions d'accès et d'usage aux infrastructures routières ou autoroutières, à titre gratuit, des véhicules des services d'incendie et de secours en opération",LEGITEXT000046057508_20-07-2022,2022-07-20T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-07-19T00:00:00.000+0000
Arrêté du 13 juillet 2022 fixant le modèle de formulaire en vue de l'agrément des assistants maternels et la composition du dossier de demande d'agrément,LEGITEXT000046655398_31-07-2022,2022-07-31T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-07-30T00:00:00.000+0000
Arrêté du 8 juillet 2022 fixant la liste des emplois de commandant divisionnaire fonctionnel de la police nationale,LEGITEXT000046104818_29-07-2022,2022-01-01T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-07-28T00:00:00.000+0000
Décret n° 2022-978 du 2 juillet 2022 relatif aux contrôles de l'alcoolémie et de l'usage de <mark>stupéfiants</mark> dans le domaine de l'aviation civile,LEGITEXT000046009143_04-07-2022,2022-07-04T00:00:00.000+0000,DECRET,VIGUEUR,LEGI,2022-07-03T00:00:00.000+0000
Décret n° 2022-972 du 1er juillet 2022 relatif à la délivrance de médicaments classés comme <mark>stupéfiants</mark> et abrogeant l'article R. 6113-13 du code de la santé publique relatif au dispositif de certification des établissements de santé,LEGITEXT000046007696_03-07-2022,2022-07-03T00:00:00.000+0000,DECRET,VIGUEUR,LEGI,2022-07-02T00:00:00.000+0000
Arrêté du 30 juin 2022 fixant la liste des emplois pouvant être occupés par des militaires commissionnés,LEGITEXT000046024884_08-07-2022,2022-07-08T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-07-07T00:00:00.000+0000
Arrêté du 28 juin 2022 portant création d'un service territorial éducatif de milieu ouvert et d'insertion au Puy-en-Velay (43),LEGITEXT000046009911_04-07-2022,2022-07-04T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-07-03T00:00:00.000+0000
Arrêté du 28 juin 2022 portant création d'un service territorial éducatif de milieu ouvert à Clermont-Ferrand (63),LEGITEXT000046009767_04-07-2022,2022-07-04T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-07-03T00:00:00.000+0000
Arrêté du 22 juin 2022 relatif à la validation des projets de performance fédéraux des fédérations sportives,LEGITEXT000047052328_04-07-2022,2022-07-04T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-07-03T00:00:00.000+0000
"Arrêté du 22 juin 2022 relatif aux listes des sportifs de haut niveau, des sportifs espoirs, des sportifs des collectifs nationaux et des arbitres et juges sportifs de haut niveau",LEGITEXT000046015620_06-07-2022,2022-07-06T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-07-05T00:00:00.000+0000
"Arrêté du 20 juin 2022 portant création de la mention « <mark>vol</mark> libre » du diplôme d'Etat de la jeunesse, de l'éducation populaire et du sport spécialité « perfectionnement sportif »",LEGITEXT000046031524_13-04-2024,2023-05-01T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-07-09T00:00:00.000+0000
"Arrêté du 20 juin 2022 portant création de la mention « <mark>vol</mark> libre » du diplôme d'Etat de la jeunesse, de l'éducation populaire et du sport spécialité « perfectionnement sportif »",LEGITEXT000046031524_01-05-2023,2023-05-01T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-07-09T00:00:00.000+0000
Arrêté du 17 juin 2022 relatif au contenu et à la durée de la formation des agents agréés et assermentés des services de sécurité des bailleurs d'immeuble prévue à l'article R. 614-14 du code de la sécurité intérieure,LEGITEXT000045948463_23-06-2022,2022-06-23T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-06-22T00:00:00.000+0000
Ordonnance n° 2022-883 du 14 juin 2022 relative au transfert à la direction générale des finances publiques de la gestion de la taxe d'aménagement et de la part logement de la redevance d'archéologie préventive,LEGITEXT000045912249_31-12-2023,2022-06-16T00:00:00.000+0000,ORDONNANCE,VIGUEUR,LEGI,2022-06-15T00:00:00.000+0000
Ordonnance n° 2022-883 du 14 juin 2022 relative au transfert à la direction générale des finances publiques de la gestion de la taxe d'aménagement et de la part logement de la redevance d'archéologie préventive,LEGITEXT000045912249_16-06-2022,2022-06-16T00:00:00.000+0000,ORDONNANCE,VIGUEUR,LEGI,2022-06-15T00:00:00.000+0000
"Arrêté du 13 juin 2022 relatif au dispositif de recueil et de traitement des signalements des actes de violence, de discrimination, de harcèlement moral ou sexuel et des agissements sexistes au ministère de la culture",LEGITEXT000045986484_01-07-2022,2022-07-01T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-06-30T00:00:00.000+0000
Arrêté du 7 juin 2022 portant création par la direction générale des douanes et droits indirects d'un traitement automatisé de lutte contre la fraude dénommé « valorisation des données pour l'analyse de risque »,LEGITEXT000045969112_29-06-2022,2022-06-29T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-06-28T00:00:00.000+0000
Arrêté du 3 juin 2022 instituant des comités sociaux d'administration au sein des ministères de l'intérieur et des outre-mer,LEGITEXT000045875937_02-12-2022,2022-06-09T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-06-08T00:00:00.000+0000
Arrêté du 3 juin 2022 instituant des comités sociaux d'administration au sein des ministères de l'intérieur et des outre-mer,LEGITEXT000045875937_09-06-2022,2022-06-09T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-06-08T00:00:00.000+0000
"Arrêté du 2 juin 2022 modifiant l'arrêté du 27 août 2010 relatif aux brigades de recherche et d'intervention, antennes de l'Office central de lutte contre le <mark>crime</mark> organisé",LEGITEXT000045898243_13-06-2022,2022-06-13T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-06-12T00:00:00.000+0000
Ordonnance n° 2022-831 du 1er juin 2022 créant un régime de sanctions administratives et pénales permettant de réprimer le comportement de passagers aériens perturbateurs,LEGITEXT000045848804_03-06-2022,2022-06-03T00:00:00.000+0000,ORDONNANCE,VIGUEUR,LEGI,2022-06-02T00:00:00.000+0000
Décret n° 2022-827 du 1er juin 2022 relatif aux attributions du ministre de l'intérieur,LEGITEXT000045848524_03-06-2022,2022-06-03T00:00:00.000+0000,DECRET,VIGUEUR,LEGI,2022-06-02T00:00:00.000+0000
Arrêté du 1er juin 2022 relatif à l'exploitation de services de transport aérien de la société CMA-CGM Air Cargo,LEGITEXT000045948291_17-05-2023,2022-06-23T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-06-22T00:00:00.000+0000
Arrêté du 1er juin 2022 relatif à l'exploitation de services de transport aérien de la société CMA-CGM Air Cargo,LEGITEXT000045948291_23-06-2022,2022-06-23T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-06-22T00:00:00.000+0000
Arrêté du 1er juin 2022 relatif à l'exploitation de services de transport aérien de la société CMA-CGM Air Cargo,LEGITEXT000045948291_04-08-2023,2022-06-23T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-06-22T00:00:00.000+0000
Décret n° 2022-841 du 1er juin 2022 relatif aux agents de l'Office national des forêts,LEGITEXT000045848870_03-06-2022,2022-06-03T00:00:00.000+0000,DECRET,VIGUEUR,LEGI,2022-06-02T00:00:00.000+0000
Ordonnance n° 2022-839 du 1er juin 2022 relative aux agents de l'Office national des forêts,LEGITEXT000045848840_03-06-2022,2022-06-03T00:00:00.000+0000,ORDONNANCE,VIGUEUR,LEGI,2022-06-02T00:00:00.000+0000
"Décret n° 2022-829 du 1er juin 2022 relatif aux attributions du garde des sceaux, ministre de la justice",LEGITEXT000045848552_03-06-2022,2022-06-03T00:00:00.000+0000,DECRET,VIGUEUR,LEGI,2022-06-02T00:00:00.000+0000
Arrêté du 1er juin 2022 portant octroi d'une licence d'exploitation de transporteur aérien au profit de la société CMA-CGM Air Cargo,LEGITEXT000047315201_20-06-2022,2022-06-20T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-06-19T00:00:00.000+0000
Arrêté du 1er juin 2022 relatif à l'exploitation de services de transport aérien de la société CMA-CGM Air Cargo,LEGITEXT000045948291_15-07-2024,2022-06-23T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-06-22T00:00:00.000+0000
Arrêté du 1er juin 2022 relatif à l'exploitation de services de transport aérien de la société CMA-CGM Air Cargo,LEGITEXT000045948291_08-04-2023,2022-06-23T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-06-22T00:00:00.000+0000
"Décret n° 2022-826 du 1er juin 2022 relatif aux attributions du ministre de l'économie, des finances et de la souveraineté industrielle et numérique",LEGITEXT000045848488_03-06-2022,2022-06-03T00:00:00.000+0000,DECRET,VIGUEUR,LEGI,2022-06-02T00:00:00.000+0000
Ordonnance n° 2022-830 du 1er juin 2022 relative aux contrôles de l'alcoolémie et de l'usage de <mark>stupéfiants</mark> dans le domaine de l'aviation civile,LEGITEXT000045848559_03-06-2022,2022-06-03T00:00:00.000+0000,ORDONNANCE,VIGUEUR,LEGI,2022-06-02T00:00:00.000+0000
Décret n° 2022-840 du 1er juin 2022 relatif aux attributions du ministre de l'agriculture et de la souveraineté alimentaire,LEGITEXT000045848699_03-06-2022,2022-06-03T00:00:00.000+0000,DECRET,VIGUEUR,LEGI,2022-06-02T00:00:00.000+0000
Arrêté du 31 mai 2022 créant un régime national de gestion pour la pêche professionnelle du concombre de mer (Cucumaria frondosa) dans les eaux sous souveraineté ou juridiction française au large des côtes de Saint-Pierre-et-Miquelon,LEGITEXT000045855377_04-07-2022,2022-06-04T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-06-03T00:00:00.000+0000
Arrêté du 31 mai 2022 créant un régime national de gestion pour la pêche professionnelle du concombre de mer (Cucumaria frondosa) dans les eaux sous souveraineté ou juridiction française au large des côtes de Saint-Pierre-et-Miquelon,LEGITEXT000045855377_04-06-2022,2022-06-04T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-06-03T00:00:00.000+0000
Arrêté du 25 mai 2022 portant création d'un traitement automatisé de données à caractère personnel relatif à la gestion des activités de l'inspection de la marine nationale,LEGITEXT000045960871_25-06-2022,2022-06-25T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-06-24T00:00:00.000+0000
"Arrêté du 16 mai 2022 portant création de traitements de données à caractère personnel relatifs au signalement et à la surveillance des aéronefs circulant sans personne à bord dénommés "" Système de signalement de drones """,LEGITEXT000045805748_18-05-2022,2022-05-18T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-05-17T00:00:00.000+0000
Arrêté du 16 mai 2022 portant octroi d'une licence d'exploitation de transporteur aérien au profit de la société Thalair,LEGITEXT000045926277_18-06-2022,2022-06-18T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-06-17T00:00:00.000+0000
Arrêté du 16 mai 2022 définissant les mesures de contrôle de la pêcherie de thon rouge (Thunnus thynnus) dans le cadre du plan pluriannuel de gestion du thon rouge dans l'Atlantique Est et la Méditerranée,LEGITEXT000045821285_22-05-2022,2022-05-22T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-05-21T00:00:00.000+0000
"Arrêté du 13 mai 2022 relatif à l'agrément prévu à l'article R. 612-24 du code de la sécurité intérieure et concernant l'activité de surveillance humaine ou de gardiennage dans le cadre de manifestations sportives, récréatives, culturelles ou économiques rassemblant plus de 300 personnes",LEGITEXT000045805713_09-01-2023,2022-05-18T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-05-17T00:00:00.000+0000
"Arrêté du 13 mai 2022 relatif à l'agrément prévu à l'article R. 612-24 du code de la sécurité intérieure et concernant l'activité de surveillance humaine ou de gardiennage dans le cadre de manifestations sportives, récréatives, culturelles ou économiques rassemblant plus de 300 personnes",LEGITEXT000045805713_11-12-2022,2022-05-18T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-05-17T00:00:00.000+0000
"Arrêté du 13 mai 2022 relatif à l'agrément prévu à l'article R. 612-24 du code de la sécurité intérieure et concernant l'activité de surveillance humaine ou de gardiennage dans le cadre de manifestations sportives, récréatives, culturelles ou économiques rassemblant plus de 300 personnes",LEGITEXT000045805713_18-05-2022,2022-05-18T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-05-17T00:00:00.000+0000
Arrêté du 13 mai 2022 fixant la liste des postes difficiles et très difficiles prévus par le décret n° 2010-1102 du 21 septembre 2010 portant création d'une indemnité de responsabilité et de performance allouée aux fonctionnaires du corps de conception et de direction de la police nationale et à certains emplois des services actifs de la police nationale et de la préfecture de police,LEGITEXT000045799976_01-06-2022,2022-05-15T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-05-14T00:00:00.000+0000
"Arrêté du 13 mai 2022 relatif à l'agrément prévu à l'article R. 612-24 du code de la sécurité intérieure et concernant l'activité de surveillance humaine ou de gardiennage dans le cadre de manifestations sportives, récréatives, culturelles ou économiques rassemblant plus de 300 personnes",LEGITEXT000045805713_10-07-2024,2022-05-18T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-05-17T00:00:00.000+0000
"Arrêté du 13 mai 2022 portant création des formations spécialisées en matière de santé, de sécurité et de conditions de travail d'emprise et de risque métier",LEGITEXT000045805569_01-01-2023,2023-01-01T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-05-17T00:00:00.000+0000
Arrêté du 12 mai 2022 portant création de comités sociaux d'administration et de formations spécialisées à la direction générale de l'aviation civile et à l'Ecole nationale de l'aviation civile,LEGITEXT000045799704_01-01-2023,2022-05-16T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-05-15T00:00:00.000+0000
Arrêté du 10 mai 2022 modifiant l'arrêté du 31 octobre 2018 fixant les indices de rémunération et les modalités de répartition de la prime de <mark>vol</mark> applicables aux personnels navigants du groupement d'hélicoptères de la sécurité civile au groupement des moyens aériens du ministère de l'intérieur,LEGITEXT000045781950_01-01-2022,2022-01-01T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-05-11T00:00:00.000+0000
"Décret n° 2022-794 du 5 mai 2022 mettant fin à l'inscription de sites inscrits au titre de l'article L. 341-1 du code de l'environnement, en raison de leur état de <mark>dégradation</mark> irréversible ou de leur couverture par une autre mesure de protection de niveau au moins équivalent, en application de l'article L. 341-1-2 du même code",LEGITEXT000045772729_11-05-2022,2022-05-11T00:00:00.000+0000,DECRET,VIGUEUR,LEGI,2022-05-10T00:00:00.000+0000
Arrêté du 4 mai 2022 fixant la liste des pièces justificatives exigées pour la délivrance des titres de séjour prévus par le livre IV du code de l'entrée et du séjour des étrangers et du droit d'asile,LEGITEXT000045781228_23-06-2022,2022-05-12T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-05-11T00:00:00.000+0000
Arrêté du 4 mai 2022 fixant la liste des pièces justificatives exigées pour la délivrance des titres de séjour prévus par le livre IV du code de l'entrée et du séjour des étrangers et du droit d'asile,LEGITEXT000045781228_12-05-2022,2022-05-12T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-05-11T00:00:00.000+0000
Arrêté du 4 mai 2022 fixant la liste des pièces justificatives exigées pour la délivrance des titres de séjour prévus par le livre IV du code de l'entrée et du séjour des étrangers et du droit d'asile,LEGITEXT000045781228_01-07-2024,2022-05-12T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-05-11T00:00:00.000+0000
Décret n° 2022-777 du 3 mai 2022 portant diverses dispositions d'application de la loi n° 2021-646 du 25 mai 2021 pour une sécurité globale préservant les libertés en matière de vidéoprotection et d'activités privées de sécurité,LEGITEXT000045743944_05-05-2022,2022-05-05T00:00:00.000+0000,DECRET,VIGUEUR,LEGI,2022-05-04T00:00:00.000+0000
Arrêté du 2 mai 2022 portant organisation de la formation statutaire et de l'évaluation des gardiens de la paix,LEGITEXT000045745187_31-01-2024,2022-05-05T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-05-04T00:00:00.000+0000
Arrêté du 2 mai 2022 portant organisation de la formation statutaire et de l'évaluation des gardiens de la paix,LEGITEXT000045745187_04-07-2024,2022-05-05T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-05-04T00:00:00.000+0000
Décret n° 2022-771 du 2 mai 2022 portant autorisation du traitement de données à caractère personnel de l'inspection du travail dénommé « SUIT »,LEGITEXT000045735868_04-05-2022,2022-05-04T00:00:00.000+0000,DECRET,VIGUEUR,LEGI,2022-05-03T00:00:00.000+0000
Arrêté du 2 mai 2022 portant organisation de la formation statutaire et de l'évaluation des gardiens de la paix,LEGITEXT000045745187_05-05-2022,2022-05-05T00:00:00.000+0000,ARRETE,VIGUEUR,LEGI,2022-05-04T00:00:00.000+0000
Décret n° 2022-751 du 29 avril 2022 portant dispositions réglementaires relatives à l'agence nationale des données de voyage,LEGITEXT000045728405_01-07-2022,2022-07-01T00:00:00.000+0000,DECRET,VIGUEUR,LEGI,2022-04-30T00:00:00.000+0000
